,Country,class,Headlines,Snippets,Year
158,Burundi,Unhappy,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
159,Burundi,Unhappy,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
160,Burundi,Unhappy,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
161,Burundi,Unhappy,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
162,Burundi,Unhappy,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
163,Burundi,Unhappy,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
164,Burundi,Unhappy,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
165,Burundi,Unhappy,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
166,Burundi,Unhappy,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
167,Burundi,Unhappy,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
168,Burundi,Unhappy,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
169,Burundi,Unhappy,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
170,Burundi,Unhappy,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
171,Burundi,Unhappy,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
172,Burundi,Unhappy,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
173,Burundi,Unhappy,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
174,Burundi,Unhappy,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
175,Burundi,Unhappy,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
176,Burundi,Unhappy,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
177,Burundi,Unhappy,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
178,Burundi,Unhappy,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
179,Burundi,Unhappy,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
180,Burundi,Unhappy,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
181,Burundi,Unhappy,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
182,Burundi,Unhappy,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
183,Burundi,Unhappy,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
184,Burundi,Unhappy,Burundi Robotics Team Vanishes After U.S. Competition,The police say foul play is not suspected in the disappearance of six students from the violence-plagued country. Two were reported seen in Canada.,2017
185,Burundi,Unhappy,Assassination in Burundi Brings a Vow of Vengeance,"The environment minister, Emmanuel Niyonkuru, was killed in the first hour of the new year, an act that could exacerbate a nearly two-year political crisis.",2017
186,Burundi,Unhappy,Jewish Philanthropists Create a Prize for Christian Missionaries,"“Love the stranger,” says the Torah. So a rabbi’s husband created a $500,000 award for the “superheroes” who provide medical care in Africa.",2017
187,Burundi,Unhappy,"Burundians, Fleeing Political Violence, Find Welcome in Canada","It is the final stop in their desperate journey to escape the summary executions, assassinations and torture racking the tiny central African nation.",2017
188,Burundi,Unhappy,36 Burundian Refugees Are Shot Dead in Congo,"The Burundians had fled political violence at home but died in a clash with soldiers, according to the U.N. and a civil society group in Congo.",2017
189,Burundi,Unhappy,Canada Letter: Spurning Silicon Valley and Rock’s Native Roots,A weekly collection of news and analysis about and relevant to Canada.,2017
190,Burundi,Unhappy,Burundi Quits International Criminal Court,"It became the first country to withdraw, a month after a U.N. commission called for a criminal inquiry that might lead by to Burundi’s leaders.",2017
191,Burundi,Unhappy,"We’re Not Done Yet, Hague Court Tells Burundi’s Leaders","The International Criminal Court opened a criminal investigation into state-sponsored violence, two weeks after the African nation exited the court.",2017
192,Burundi,Unhappy,U.N. Group Accuses Burundi Leaders of Crimes Against Humanity,A panel of investigators set up by the agency’s Human Rights Council said it had delivered a list of suspects to the United Nations High Commissioner for human rights.,2017
193,Burundi,Unhappy,"Raising Fears of a Flight from International Criminal Court, Burundi Heads for Exit","The country’s lower house of Parliament has voted overwhelmingly to withdraw from the International Criminal Court, something that other nations have threatened to do.",2016
